network,obj,trial,model,model_paras,time_train,time_total,MAE_train,RMSE_train,R_train,R2_train,MAPE_train,NNSE_train,KGE_train,PCD_train,KLD_train,VAF_train,A30_train,A20_train,MAE_test,RMSE_test,R_test,R2_test,MAPE_test,NNSE_test,KGE_test,PCD_test,KLD_test,VAF_test,A30_test,A20_test
0,MSE,5,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,106.282,106.286,0.445,0.632,0.925,0.856,0.062,0.874,0.892,0.75,9.351,85.587,0.979,0.953,0.763,1.165,0.759,0.521,0.124,0.676,0.698,0.78,-31.022,56.664,0.904,0.831
0,MSE,5,EO-MLP,1000-50,109.124,109.128,0.49,0.681,0.913,0.833,0.069,0.857,0.875,0.766,9.116,83.266,0.969,0.938,0.731,1.1,0.78,0.572,0.118,0.7,0.678,0.768,-27.691,60.805,0.904,0.843
0,MSE,5,CHIO-MLP,1000-50-0.06-150,118.082,118.085,0.594,0.777,0.884,0.782,0.082,0.821,0.833,0.719,18.853,78.22,0.974,0.938,0.728,1.06,0.809,0.603,0.118,0.716,0.656,0.78,-34.547,65.163,0.916,0.831
0,MSE,5,FBIO-MLP,1000-50,332.949,332.952,0.435,0.62,0.928,0.861,0.061,0.878,0.897,0.76,8.345,86.137,0.979,0.943,0.697,1.035,0.822,0.621,0.114,0.725,0.689,0.768,-37.182,67.487,0.916,0.831
0,MSE,5,SMA-MLP,1000-50-0.03,107.834,107.838,0.517,0.716,0.903,0.815,0.073,0.844,0.849,0.771,12.38,81.519,0.969,0.943,0.737,1.107,0.769,0.567,0.118,0.698,0.671,0.793,-20.27,59.049,0.892,0.843
0,MSE,5,CGO-MLP,1000-50,326.929,326.932,0.557,0.793,0.879,0.773,0.083,0.815,0.812,0.719,11.592,77.276,0.959,0.917,0.713,1.058,0.798,0.604,0.113,0.717,0.654,0.756,-24.987,63.396,0.916,0.807
0,MSE,5,AEO-MLP,1000-50,208.575,208.579,0.541,0.736,0.897,0.804,0.075,0.836,0.852,0.682,11.695,80.428,0.969,0.927,0.805,1.211,0.733,0.482,0.129,0.659,0.616,0.707,-35.04,53.691,0.904,0.819
0,MSE,5,IAEO-MLP,1000-50,209.834,209.837,0.567,0.775,0.885,0.783,0.081,0.822,0.841,0.682,5.477,78.335,0.964,0.917,0.798,1.153,0.766,0.53,0.128,0.68,0.648,0.72,-36.636,58.688,0.892,0.795
0,MSE,5,EAEO-MLP,1000-50,208.878,208.882,0.61,0.829,0.868,0.752,0.086,0.801,0.834,0.651,21.285,75.247,0.953,0.927,0.823,1.182,0.736,0.507,0.128,0.67,0.64,0.683,-24.502,53.885,0.916,0.843
0,MSE,5,MAEO-MLP,1000-50,169.26,169.263,0.543,0.753,0.892,0.796,0.077,0.83,0.838,0.693,12.08,79.558,0.969,0.922,0.716,1.041,0.804,0.617,0.112,0.723,0.677,0.732,-24.277,64.478,0.928,0.855
0,MSE,5,AAEO-MLP,1000-50,159.566,159.569,0.452,0.635,0.924,0.854,0.063,0.873,0.891,0.74,8.294,85.448,0.979,0.943,0.695,1.053,0.815,0.608,0.113,0.718,0.697,0.793,-38.318,66.485,0.904,0.831
0,MSE,6,GA-MLP,1000-50-0.85-0.05,107.523,107.527,0.471,0.661,0.918,0.842,0.065,0.864,0.892,0.76,10.204,84.208,0.979,0.948,0.73,1.098,0.788,0.574,0.117,0.701,0.672,0.768,-33.196,62.084,0.916,0.831
0,MSE,6,DE-MLP,1000-50-0.85-0.8,105.803,105.806,0.526,0.734,0.898,0.805,0.074,0.837,0.872,0.74,-3.614,80.64,0.969,0.922,0.851,1.263,0.737,0.437,0.136,0.64,0.62,0.744,-51.622,54.017,0.916,0.795
0,MSE,6,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,106.829,106.833,0.624,0.908,0.847,0.702,0.085,0.771,0.845,0.63,28.376,70.266,0.964,0.933,0.83,1.245,0.721,0.452,0.132,0.646,0.62,0.634,-37.33,51.46,0.904,0.819
0,MSE,6,HHO-MLP,1000-50,193.349,193.353,0.958,1.293,0.63,0.397,0.147,0.624,0.461,0.583,41.837,39.691,0.933,0.829,0.96,1.235,0.714,0.461,0.151,0.65,0.474,0.622,-22.447,49.208,0.855,0.831
0,MSE,6,SSA-MLP,1000-50-0.8-0.2-0.1,198.028,198.032,0.646,0.895,0.843,0.711,0.094,0.776,0.768,0.63,16.185,71.111,0.948,0.922,0.818,1.199,0.746,0.492,0.131,0.663,0.594,0.695,-38.546,55.533,0.904,0.771
0,MSE,6,HGS-MLP,1000-50-0.03-1000,106.511,106.515,0.57,0.768,0.887,0.787,0.08,0.824,0.837,0.672,10.282,78.701,0.974,0.922,0.796,1.155,0.757,0.528,0.127,0.68,0.629,0.659,-31.401,57.359,0.892,0.831
0,MSE,6,MVO-MLP,1000-50-0.2-1.0,106.399,106.402,0.484,0.665,0.917,0.84,0.069,0.862,0.874,0.745,8.466,84.017,0.969,0.943,0.717,1.059,0.799,0.603,0.115,0.716,0.685,0.78,-28.257,63.9,0.904,0.843
0,MSE,6,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,105.143,105.146,0.451,0.651,0.92,0.847,0.064,0.867,0.892,0.74,6.144,84.695,0.974,0.938,0.726,1.085,0.801,0.584,0.118,0.706,0.651,0.756,-37.288,63.936,0.916,0.807
0,MSE,6,EO-MLP,1000-50,108.813,108.817,0.465,0.663,0.917,0.841,0.064,0.863,0.883,0.755,8.73,84.147,0.969,0.959,0.763,1.162,0.769,0.522,0.126,0.677,0.642,0.756,-41.218,59.166,0.904,0.795
0,MSE,6,CHIO-MLP,1000-50-0.06-150,118.076,118.079,0.609,0.811,0.873,0.763,0.086,0.808,0.825,0.677,20.646,76.299,0.959,0.907,0.803,1.07,0.78,0.595,0.121,0.712,0.683,0.683,-12.875,60.781,0.928,0.807
0,MSE,6,FBIO-MLP,1000-50,323.976,323.978,0.421,0.602,0.932,0.869,0.059,0.884,0.901,0.745,7.402,86.903,0.979,0.943,0.762,1.135,0.77,0.544,0.122,0.687,0.685,0.732,-31.536,58.929,0.916,0.807
0,MSE,6,SMA-MLP,1000-50-0.03,108.99,108.994,0.561,0.769,0.887,0.787,0.082,0.824,0.838,0.76,2.581,78.72,0.969,0.922,0.694,1.036,0.811,0.621,0.11,0.725,0.707,0.793,-29.647,65.804,0.904,0.831
0,MSE,6,CGO-MLP,1000-50,326.636,326.638,0.554,0.76,0.89,0.791,0.078,0.827,0.85,0.708,13.239,79.141,0.974,0.912,0.778,1.194,0.721,0.496,0.122,0.665,0.633,0.659,-16.227,51.589,0.916,0.795
0,MSE,6,AEO-MLP,1000-50,207.037,207.041,0.491,0.692,0.91,0.827,0.07,0.853,0.86,0.766,10.992,82.712,0.969,0.938,0.701,1.057,0.806,0.605,0.113,0.717,0.668,0.744,-32.144,64.848,0.916,0.819
0,MSE,6,IAEO-MLP,1000-50,209.508,209.512,0.577,0.794,0.879,0.773,0.083,0.815,0.824,0.698,10.692,77.273,0.964,0.922,0.762,1.057,0.785,0.605,0.116,0.717,0.678,0.707,-12.079,61.644,0.916,0.807
0,MSE,6,EAEO-MLP,1000-50,209.691,209.694,0.604,0.823,0.869,0.756,0.087,0.804,0.823,0.708,13.338,75.581,0.959,0.917,0.806,1.145,0.769,0.537,0.127,0.683,0.668,0.683,-35.673,59.066,0.928,0.807
0,MSE,6,MAEO-MLP,1000-50,169.2,169.203,0.55,0.756,0.893,0.794,0.08,0.829,0.808,0.729,1.474,79.441,0.974,0.933,0.783,1.167,0.769,0.519,0.128,0.675,0.61,0.732,-42.283,59.055,0.892,0.819
0,MSE,6,AAEO-MLP,1000-50,161.963,161.966,0.45,0.631,0.925,0.856,0.063,0.874,0.892,0.755,8.129,85.631,0.974,0.943,0.689,1.036,0.805,0.621,0.109,0.725,0.723,0.793,-23.373,64.742,0.904,0.831
0,MSE,7,GA-MLP,1000-50-0.85-0.05,108.88,108.884,0.482,0.677,0.914,0.835,0.067,0.858,0.862,0.729,17.768,83.497,0.974,0.943,0.796,1.188,0.756,0.502,0.129,0.667,0.612,0.72,-41.222,57.138,0.892,0.795
0,MSE,7,DE-MLP,1000-50-0.85-0.8,105.106,105.11,0.546,0.748,0.895,0.798,0.072,0.832,0.866,0.698,35.379,80.078,0.979,0.948,0.913,1.449,0.63,0.258,0.152,0.574,0.58,0.707,-39.175,34.283,0.867,0.795
0,MSE,7,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,106.516,106.519,1.334,1.753,0.552,-0.109,0.186,0.474,0.508,0.526,80.892,-10.765,0.829,0.699,1.499,1.892,0.477,-0.266,0.212,0.441,0.449,0.476,32.159,-26.526,0.735,0.639
0,MSE,7,HHO-MLP,1000-50,195.539,195.542,0.582,0.746,0.894,0.799,0.079,0.833,0.871,0.677,8.319,79.911,0.974,0.943,0.969,1.381,0.687,0.326,0.156,0.597,0.586,0.659,-57.524,46.015,0.88,0.783
0,MSE,7,SSA-MLP,1000-50-0.8-0.2-0.1,198.06,198.064,0.479,0.666,0.916,0.84,0.066,0.862,0.878,0.714,8.121,83.993,0.974,0.959,0.765,1.155,0.768,0.529,0.124,0.68,0.645,0.732,-38.115,58.949,0.904,0.795
0,MSE,7,HGS-MLP,1000-50-0.03-1000,106.208,106.212,0.637,0.904,0.84,0.705,0.094,0.772,0.781,0.688,18.104,70.53,0.938,0.896,0.829,1.218,0.71,0.475,0.129,0.656,0.619,0.671,-18.737,49.956,0.88,0.771
0,MSE,7,MVO-MLP,1000-50-0.2-1.0,107.081,107.084,0.514,0.692,0.91,0.827,0.071,0.853,0.878,0.755,9.512,82.73,0.974,0.933,0.759,1.128,0.765,0.55,0.121,0.69,0.668,0.72,-25.825,58.334,0.88,0.843
0,MSE,7,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,106.036,106.039,0.459,0.639,0.923,0.853,0.063,0.872,0.891,0.755,7.932,85.28,0.974,0.943,0.715,1.067,0.814,0.598,0.116,0.713,0.679,0.756,-40.782,66.098,0.904,0.843
0,MSE,7,EO-MLP,1000-50,108.376,108.38,0.475,0.665,0.917,0.84,0.066,0.862,0.882,0.76,8.825,84.018,0.969,0.948,0.733,1.12,0.782,0.557,0.119,0.693,0.657,0.756,-36.367,61.181,0.904,0.831
0,MSE,7,CHIO-MLP,1000-50-0.06-150,118.399,118.403,0.609,0.793,0.881,0.773,0.084,0.815,0.861,0.693,23.054,77.369,0.964,0.933,0.745,0.969,0.821,0.668,0.111,0.751,0.735,0.744,-6.263,67.35,0.964,0.831
0,MSE,7,FBIO-MLP,1000-50,322.654,322.657,0.428,0.613,0.93,0.864,0.06,0.881,0.898,0.76,7.99,86.448,0.979,0.943,0.673,1.006,0.82,0.642,0.108,0.737,0.71,0.768,-26.177,67.279,0.916,0.831
0,MSE,7,SMA-MLP,1000-50-0.03,108.1,108.104,0.498,0.689,0.91,0.829,0.07,0.854,0.874,0.776,13.165,82.862,0.974,0.943,0.757,1.148,0.763,0.534,0.123,0.682,0.653,0.756,-32.703,58.176,0.904,0.819
0,MSE,7,CGO-MLP,1000-50,325.712,325.715,0.518,0.721,0.902,0.813,0.073,0.842,0.832,0.74,15.203,81.264,0.969,0.933,0.739,1.131,0.768,0.548,0.121,0.689,0.643,0.744,-30.544,59.043,0.904,0.831
0,MSE,7,AEO-MLP,1000-50,208.402,208.405,0.529,0.722,0.901,0.812,0.074,0.842,0.859,0.745,10.322,81.185,0.974,0.922,0.77,1.151,0.769,0.532,0.124,0.681,0.641,0.72,-37.908,59.131,0.916,0.807
0,MSE,7,IAEO-MLP,1000-50,208.805,208.81,0.509,0.711,0.905,0.818,0.073,0.846,0.848,0.75,5.684,81.778,0.974,0.927,0.728,1.099,0.785,0.573,0.117,0.701,0.656,0.732,-30.906,61.532,0.916,0.831
0,MSE,7,EAEO-MLP,1000-50,209.666,209.671,0.516,0.705,0.906,0.82,0.071,0.848,0.875,0.719,12.676,82.046,0.969,0.943,0.74,1.057,0.792,0.605,0.115,0.717,0.686,0.72,-19.998,62.654,0.904,0.831
0,MSE,7,MAEO-MLP,1000-50,168.516,168.519,0.538,0.723,0.901,0.811,0.075,0.841,0.848,0.677,-1.467,81.204,0.969,0.938,0.857,1.281,0.732,0.42,0.139,0.633,0.596,0.707,-54.467,53.471,0.904,0.795
0,MSE,7,AAEO-MLP,1000-50,161.645,161.648,0.462,0.648,0.921,0.848,0.064,0.868,0.886,0.755,8.435,84.841,0.974,0.953,0.698,1.053,0.806,0.608,0.112,0.718,0.693,0.768,-31.673,64.999,0.904,0.831
0,MSE,8,GA-MLP,1000-50-0.85-0.05,108.027,108.031,0.52,0.711,0.904,0.818,0.073,0.846,0.856,0.719,7.312,81.765,0.974,0.938,0.806,1.216,0.754,0.477,0.131,0.657,0.619,0.732,-48.129,56.79,0.904,0.795
0,MSE,8,DE-MLP,1000-50-0.85-0.8,105.988,105.992,0.526,0.742,0.895,0.801,0.074,0.834,0.842,0.698,5.251,80.14,0.974,0.922,0.759,1.142,0.817,0.539,0.124,0.684,0.585,0.695,-55.489,64.819,0.916,0.819
0,MSE,8,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,107.035,107.04,0.676,0.914,0.836,0.699,0.096,0.768,0.776,0.661,15.405,69.865,0.959,0.881,0.835,1.248,0.73,0.449,0.133,0.645,0.6,0.61,-45.219,53.214,0.904,0.831
0,MSE,8,HHO-MLP,1000-50,195.613,195.617,0.611,0.795,0.879,0.772,0.085,0.814,0.822,0.641,19.888,77.234,0.974,0.927,0.784,1.101,0.773,0.571,0.121,0.7,0.698,0.695,-20.173,59.449,0.928,0.795
0,MSE,8,SSA-MLP,1000-50-0.8-0.2-0.1,197.459,197.463,0.502,0.697,0.908,0.825,0.07,0.851,0.864,0.724,10.221,82.455,0.969,0.927,0.763,1.161,0.757,0.523,0.123,0.677,0.661,0.732,-32.126,57.045,0.892,0.843
0,MSE,8,HGS-MLP,1000-50-0.03-1000,106.249,106.252,0.584,0.822,0.87,0.756,0.083,0.804,0.805,0.698,18.53,75.608,0.969,0.933,0.846,1.28,0.73,0.421,0.141,0.633,0.572,0.744,-53.313,53.218,0.892,0.807
0,MSE,8,MVO-MLP,1000-50-0.2-1.0,106.631,106.635,0.477,0.662,0.918,0.842,0.067,0.863,0.876,0.75,10.491,84.17,0.979,0.943,0.749,1.111,0.792,0.563,0.121,0.696,0.659,0.768,-40.06,62.66,0.916,0.819
0,MSE,8,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,105.705,105.709,0.456,0.636,0.924,0.854,0.062,0.872,0.898,0.74,8.053,85.381,0.969,0.948,0.753,1.133,0.788,0.546,0.121,0.688,0.672,0.78,-43.709,62,0.904,0.819
0,MSE,8,EO-MLP,1000-50,109.183,109.187,0.468,0.661,0.918,0.842,0.065,0.864,0.883,0.75,8.796,84.244,0.974,0.948,0.756,1.154,0.775,0.529,0.123,0.68,0.636,0.756,-41.942,60.011,0.904,0.807
0,MSE,8,CHIO-MLP,1000-50-0.06-150,118.53,118.534,0.645,0.828,0.878,0.753,0.086,0.802,0.877,0.745,7.044,75.278,0.964,0.917,0.816,1.112,0.77,0.563,0.123,0.696,0.737,0.707,-13.603,57.717,0.88,0.831
0,MSE,8,FBIO-MLP,1000-50,323.217,323.22,0.409,0.593,0.934,0.873,0.057,0.887,0.905,0.734,6.046,87.318,0.979,0.948,0.746,1.114,0.791,0.561,0.121,0.695,0.687,0.72,-40.112,62.542,0.904,0.819
0,MSE,8,SMA-MLP,1000-50-0.03,108.212,108.215,0.522,0.707,0.905,0.819,0.074,0.847,0.866,0.755,8.147,81.94,0.969,0.933,0.76,1.132,0.777,0.547,0.123,0.688,0.686,0.768,-35.488,60.107,0.916,0.819
0,MSE,8,CGO-MLP,1000-50,324.546,324.548,0.547,0.746,0.894,0.799,0.077,0.833,0.851,0.729,15.419,79.94,0.974,0.927,0.78,1.199,0.724,0.492,0.126,0.663,0.628,0.707,-22.008,52.066,0.904,0.819
0,MSE,8,AEO-MLP,1000-50,208.059,208.063,0.508,0.7,0.908,0.823,0.072,0.85,0.848,0.74,7.888,82.322,0.974,0.933,0.726,1.09,0.8,0.58,0.118,0.704,0.667,0.78,-38.543,63.883,0.928,0.819
0,MSE,8,IAEO-MLP,1000-50,209.601,209.604,0.565,0.759,0.89,0.792,0.08,0.828,0.821,0.693,12.069,79.191,0.979,0.927,0.727,1.008,0.812,0.641,0.114,0.736,0.714,0.78,-18.149,65.911,0.916,0.831
0,MSE,8,EAEO-MLP,1000-50,206.926,206.93,0.56,0.768,0.888,0.787,0.081,0.825,0.824,0.698,10.192,78.724,0.964,0.927,0.66,0.974,0.832,0.665,0.104,0.749,0.706,0.756,-23.423,68.947,0.952,0.831
0,MSE,8,MAEO-MLP,1000-50,170.058,170.061,0.544,0.734,0.898,0.806,0.077,0.837,0.846,0.74,18.384,80.58,0.974,0.927,0.791,1.122,0.779,0.555,0.125,0.692,0.66,0.756,-34.912,60.614,0.916,0.831
0,MSE,8,AAEO-MLP,1000-50,156.033,156.035,0.439,0.627,0.926,0.858,0.061,0.876,0.891,0.771,8.405,85.798,0.974,0.943,0.702,1.083,0.796,0.586,0.114,0.707,0.694,0.78,-33.906,63.367,0.916,0.807
0,MSE,9,GA-MLP,1000-50-0.85-0.05,108.61,108.614,0.514,0.708,0.905,0.819,0.073,0.847,0.869,0.75,16.962,81.904,0.974,0.933,0.725,1.096,0.785,0.575,0.116,0.702,0.668,0.756,-30.31,61.572,0.916,0.831
0,MSE,9,DE-MLP,1000-50-0.85-0.8,105.943,105.946,0.585,0.768,0.888,0.787,0.08,0.824,0.863,0.677,7.376,78.696,0.974,0.933,0.68,0.992,0.823,0.652,0.107,0.742,0.699,0.683,-22.407,67.569,0.94,0.855
0,MSE,9,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,107.473,107.478,0.594,0.843,0.862,0.744,0.086,0.796,0.811,0.667,9.88,74.378,0.959,0.907,0.687,1.012,0.818,0.638,0.107,0.734,0.698,0.707,-25.861,66.775,0.952,0.819
0,MSE,9,HHO-MLP,1000-50,193.95,193.955,0.505,0.702,0.907,0.822,0.071,0.849,0.878,0.734,14.827,82.22,0.974,0.938,0.68,1.039,0.809,0.618,0.109,0.724,0.682,0.744,-28.459,65.332,0.928,0.831
0,MSE,9,SSA-MLP,1000-50-0.8-0.2-0.1,197.435,197.439,0.64,0.865,0.861,0.73,0.09,0.787,0.857,0.672,21.206,73.007,0.953,0.896,0.761,1.001,0.812,0.646,0.113,0.739,0.761,0.72,-10.78,65.526,0.952,0.819
0,MSE,9,HGS-MLP,1000-50-0.03-1000,106.328,106.332,0.608,0.839,0.865,0.746,0.091,0.797,0.774,0.693,9.427,74.594,0.959,0.917,0.79,1.139,0.761,0.541,0.128,0.685,0.641,0.756,-28.08,57.943,0.904,0.795
0,MSE,9,MVO-MLP,1000-50-0.2-1.0,106.717,106.72,0.484,0.674,0.915,0.836,0.067,0.859,0.871,0.74,7.783,83.621,0.974,0.959,0.706,1.057,0.81,0.605,0.113,0.717,0.687,0.744,-35.82,65.61,0.916,0.819
0,MSE,9,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,105.536,105.539,0.485,0.659,0.918,0.843,0.068,0.864,0.883,0.74,8.727,84.321,0.974,0.943,0.756,1.185,0.745,0.504,0.124,0.668,0.647,0.732,-32.397,55.249,0.916,0.819
0,MSE,9,EO-MLP,1000-50,108.672,108.676,0.471,0.663,0.917,0.841,0.065,0.863,0.883,0.74,9.179,84.14,0.969,0.948,0.717,1.09,0.791,0.58,0.116,0.704,0.677,0.756,-32.383,62.538,0.904,0.831
0,MSE,9,CHIO-MLP,1000-50-0.06-150,118.27,118.274,0.606,0.768,0.888,0.787,0.084,0.825,0.856,0.651,11.326,78.715,0.974,0.927,0.797,1.073,0.786,0.593,0.121,0.711,0.708,0.732,-20.56,61.573,0.928,0.855
0,MSE,9,FBIO-MLP,1000-50,323.714,323.717,0.398,0.581,0.937,0.878,0.056,0.892,0.911,0.734,6.966,87.834,0.979,0.953,0.783,1.15,0.774,0.533,0.126,0.681,0.689,0.732,-38.715,59.522,0.904,0.807
0,MSE,9,SMA-MLP,1000-50-0.03,108.092,108.096,0.538,0.724,0.9,0.811,0.076,0.841,0.865,0.76,10.929,81.071,0.974,0.927,0.759,1.138,0.757,0.542,0.121,0.686,0.677,0.768,-21.899,56.928,0.892,0.855
0,MSE,9,CGO-MLP,1000-50,309.028,309.031,0.518,0.701,0.907,0.822,0.072,0.849,0.874,0.74,11.541,82.25,0.969,0.938,0.739,1.08,0.783,0.587,0.117,0.708,0.692,0.756,-21.875,61.267,0.904,0.843
0,MSE,9,AEO-MLP,1000-50,207.724,207.727,0.524,0.73,0.899,0.808,0.074,0.839,0.86,0.708,11.775,80.789,0.979,0.922,0.742,1.063,0.784,0.601,0.114,0.715,0.677,0.72,-14.749,61.543,0.904,0.843
0,MSE,9,IAEO-MLP,1000-50,208.234,208.237,0.599,0.805,0.875,0.766,0.086,0.81,0.812,0.729,19.292,76.609,0.964,0.912,0.814,1.172,0.742,0.515,0.13,0.673,0.623,0.756,-26.241,55.046,0.916,0.807
0,MSE,9,EAEO-MLP,1000-50,193.936,193.939,0.58,0.791,0.88,0.774,0.083,0.816,0.816,0.698,18.933,77.432,0.959,0.922,0.853,1.24,0.735,0.456,0.137,0.648,0.599,0.744,-45.458,54.014,0.916,0.819
0,MSE,9,MAEO-MLP,1000-50,169.183,169.186,0.543,0.738,0.897,0.804,0.078,0.836,0.841,0.708,11.129,80.356,0.969,0.933,0.761,1.093,0.785,0.578,0.121,0.703,0.68,0.744,-28.705,61.536,0.904,0.795
0,MSE,9,AAEO-MLP,1000-50,151.721,151.724,0.452,0.641,0.923,0.852,0.063,0.871,0.892,0.75,10.318,85.182,0.974,0.943,0.674,1.017,0.821,0.634,0.109,0.732,0.695,0.805,-30.759,67.348,0.904,0.831
